ID,Tweet,Target,Stance,Ans,FOL,needbkl,restated_sentence,extracted_knowledge
136,Hey #TexasState #Bobcats I hope y'all are ready for #MarcoRubio #2016 #TexasStateUniversity #NewAmericanCentury #Texas #TCOT,Hillary Clinton,NONE,"Sure, here's the breakdown:

Simplified Sentence: The speaker expresses their hope for Marco Rubio's presidential campaign and calls for Texas State University to be part of a new American century. The speaker also mentions the need to take the country back.

Attitude Conclusion: The attitude towards Hillary Clinton is Opposed.

First-order logic:
P(x): x is a political figure.
C(x): x is a candidate in the 2016 presidential election.
T(x): x is associated with Texas State University.
A(x): x is associated with the phrase ""take our country back"".

Opposed: ∀x (P(x) ∧ C(x) ∧ ¬T(x) ∧ A(x) → ¬P(Hillary Clinton))","∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral",0,"Hey Texas State Bobcats, I hope all of you are ready for Marco Rubio's 2016 presidential campaign. Let's make Texas State University a part of the new American century. Texas, we need to take our country back. TCOT",
137,"The only thing that I would pay money for is to hear Hillary Clinton say ""I QUIT and I'm GUILTY"" that would be worth millions.",Hillary Clinton,AGAINST,"∀x (is Hillary Clinton(x) → ¬says ""I QUIT and I'm GUILTY""(x) ∨ ¬is worth millions(x)) → opposed","∀x (is Hillary Clinton(x) → ¬says ""I QUIT and I'm GUILTY""(x) ∨ ¬is worth millions(x)) → opposed",1,The only thing that the person would be willing to pay for is to listen to Hillary Clinton admitting to her guilt and resigning. They believe it would be valuable enough to be worth millions of dollars.,
138,"Hillary Clinton keeps sending me emails, and when I try to unsubscribe, I get an error message. THIS IS CANCER",Hillary Clinton,AGAINST,∀x (is Hillary Clinton(x) ∧ gets an error message(x) ∧ tries to unsubscribe(x) ∧ gets an error message(x) → is negative(x)) → opposed,∀x (is Hillary Clinton(x) ∧ gets an error message(x) ∧ tries to unsubscribe(x) ∧ gets an error message(x) → is negative(x)) → opposed,1,"I receive multiple emails from Hillary Clinton, but when I attempt to opt out, I encounter an error message. This is an unpleasant situation.","As early as 2009, officials with the National Archives and Records Administration (NARA) expressed concerns over possible violations of normal federal government record-keeping procedures at the State Department under then-Secretary Clinton."
139,@HillaryClinton @BarackObama The whole #world is supporting you.,Hillary Clinton,FAVOR,∀x (is supported(x) ∧ is the whole world(x) → is Hillary Clinton(x)) → support,∀x (is supported(x) ∧ is the whole world(x) → is Hillary Clinton(x)) → support,1,"Hillary Clinton and Barack Obama, the entire world is showing their support for your endeavors.",
140,"Denial. It works for Hillary, why not the Mayor of #Baltimore. #DemocratLiesMatter",Hillary Clinton,AGAINST,∀x (is associated with denial(x) → ¬is Hillary Clinton(x)) → opposed,∀x (is associated with denial(x) → ¬is Hillary Clinton(x)) → opposed,1,"Denial works for Hillary, so why not also for the Mayor of Baltimore who is a Democrat and lied? #DemocratLiesMatter.",
141,Join the Twitter movement! RT or fav for a mention or follow back!,Hillary Clinton,NONE,"Sure, here's the breakdown:

Simplified Sentence: Retweet or favorite a post to get a mention or follow back on Twitter.

Attitude Conclusion: The attitude towards Hillary Clinton is Neutral.

First-order logic:
T(x): x is a tweet.
M(x): x is a mention.
F(x): x is a favorite.
Follow(x, y): x follows y on Twitter.

Neutral: ∀x (T(x) → ¬(M(x) ∨ F(x))) → ¬Follow(x, Hillary Clinton)

The simplified sentence does not mention Hillary Clinton, so the attitude towards her is neutral. The mention or favorite in the sentence refers to a tweet, not a person. Therefore, the first-order logic formula translates to ""for all tweets x, if x does not have a mention or favorite, then x does not follow Hillary Clinton on Twitter."" This formula is true by default, as a tweet without a mention or favorite would not lead to a follow from Hillary Clinton.","∀x (is a tweet(x) → ¬(is a mention(x) ∨ is a favorite(x))) → ¬follows y on Twitter(x, Hillary Clinton) → neutral",0,Join the Twitter movement! Retweet or favorite the post for a mention or to get a follow back,
142,"Wow RT ""@greta Baltimore Orioles to play tomorrow but no public allowed"" #BaltimoreRiots #FreddieGray #ThanksObama #WakeUpAmerica",Hillary Clinton,NONE,∀x (¬(is the Baltimore Orioles(x) ∧ is the public(x) ∧ is allowed(x)) → ¬is Hillary Clinton(x)) → neutral,∀x (¬(is the Baltimore Orioles(x) ∧ is the public(x) ∧ is allowed(x)) → ¬is Hillary Clinton(x)) → neutral,1,"Wow! Retweeting Greta, who reported that the Baltimore Orioles will play tomorrow but the game will not be open to the public due to the ongoing riots in Baltimore related to Freddie Gray's death. The person is using the #BaltimoreRiots and #FreddieGray hashtags to comment on the situation, also adding the #ThanksObama hashtag to criticize the Obama administration's handling of the situation, and #WakeUpAmerica to urge Americans to pay attention to the issue.",
143,Spoke to @HillaryClinton today in NYC. Wow! So smart and impressive!!!,Hillary Clinton,FAVOR,"∀x (spoke to y(x, y) → (is smart(y) ∧ is impressive(y))) → support","∀x (spoke to y(x, y) → (is smart(y) ∧ is impressive(y))) → support",1,I spoke to Hillary Clinton today in New York City and was impressed by how smart and impressive she is.,
144,@HillaryClinton Says the millionaire politician who accepts $$$ from countries that execute gays. #Hypocrite #WakeUpAmerica,Hillary Clinton,AGAINST,∀x (is Hillary Clinton(x) ∧ accepts money from countries that eecute gays(x) → ¬is Hillary Clinton(x)) → neutral,∀x (is Hillary Clinton(x) ∧ accepts money from countries that eecute gays(x) → ¬is Hillary Clinton(x)) → neutral,1,"Hillary Clinton was criticized on Twitter for being a hypocrite and accepting money from countries that practice the execution of homosexuals, despite being a millionaire politician. The tweet encouraged Americans to wake up and pay attention to the issue. #Hypocrite #WakeUpAmerica",
145,"#BernieSanders is running for president, don't the #democrats already have one really old guy running??",Hillary Clinton,AGAINST,∀x (is a Democrat(x) ∧ is old(x) → ¬is Hillary Clinton(x) ∨ ¬is Bernie Sanders(x)) → neutral,∀x (is a Democrat(x) ∧ is old(x) → ¬is Hillary Clinton(x) ∨ ¬is Bernie Sanders(x)) → neutral,1,Bernie Sanders is running for president. Doesn't it seem like the Democrats already have an older candidate running?,
146,297 days until I can register to vote!!1 year 193 days until Election Day #RockTheVote #democrats #everyvotecounts,Hillary Clinton,FAVOR,"Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: The speaker must wait 297 days to register to vote, and Election Day is 1 year and 193 days away. The speaker encourages people to vote using hashtags such as #RockTheVote, #democrats, and #everyvotecounts.

Attitude Conclusion: The attitude towards Hillary Clinton is Neutral.

First-order logic:
V(x): x is a voter.
E(x): x is an election.
R(x): x is a registration.
D(x): x is a Democrat.
H(x): x is Hillary Clinton.

Neutral: ∀x (¬(V(x) ∧ E(x) ∧ R(x) ∧ D(x) ∧ H(x)) → ¬H(x))",∀x (is a voter(x) ∧ is an election(x) ∧ is a registration(x) ∧ is a Democrat(x) ∧ is Hillary Clinton(x)) → support,0,"I have to wait for 297 days to become eligible for voter registration. Furthermore, the Election Day is after 1 year and 193 days. Let's encourage more people to vote by using hashtags such as #RockTheVote #democrats #everyvotecounts.","Hillary Clinton called for sweeping changes in national voter access laws, including automatically registering American citizens to vote at age 18 and mandating 20 days of early voting in all states. Clinton has criticized laws passed by Republican-controlled state legislatures that do not permit student IDs at polling places, place limits on early voting, and eliminate same-day voter registration. Clinton alleged that Republican efforts to limit voter registration have a disproportionate impact on ""people of color, poor people and young people."""
147,"THEYRE NOT ""THUGS""  YOU #TEAPARTY RACISTS THEY ARE ""COMMUNITY REORGANIZERS"" !! #TCOT #baltimoreriots",Hillary Clinton,NONE,∀x (¬(is a protester(x) ∨ is a Tea Party member(x)) → ¬is Hillary Clinton(x)) → neutral,∀x (¬(is a protester(x) ∨ is a Tea Party member(x)) → ¬is Hillary Clinton(x)) → neutral,1,"They are not thugs, you Tea Party racists. They are community reorganizers! #TCOT #baltimoreriots",
148,Hillary will get past the primaries cause Dem voters don't think she can do any wrong. But she will be beat in November,Hillary Clinton,AGAINST,∀x (will win the primaries(x) ∧ ¬will win the general election(x) → is neutral(x)) → neutral,∀x (will win the primaries(x) ∧ ¬will win the general election(x) → is neutral(x)) → neutral,1,"Hillary Clinton is expected to win the primaries because Democratic voters have an unwavering belief in her and think she can do no wrong. However, it is predicted that she will lose in November.",
149,@HillaryClinton loving the new colorful profile pic! #loveit,Hillary Clinton,FAVOR,∀x (is Hillary Clinton(x) → is loved(x)) → support,∀x (is Hillary Clinton(x) → is loved(x)) → support,1,I am expressing my appreciation towards Hillary Clinton for her new colorful profile picture which I really love.,
150,"@HillaryClinton Did your rich Saudi donors, who execute gays, join the team? #Hypocrite #WakeUpAmerica",Hillary Clinton,AGAINST,∀x (is a donor(x) ∧ eecutes gays(x) → ¬is Hillary Clinton(x) ∧ is opposed(x)) → opposed,∀x (is a donor(x) ∧ eecutes gays(x) → ¬is Hillary Clinton(x) ∧ is opposed(x)) → opposed,1,"Hillary Clinton, did the rich donors from Saudi Arabia, who have a history of executing gays, join your team? You are a hypocrite. It's time for America to wake up.",
151,"Also, I finally moved to @FDCITY today! Will be much easier to get around going forward! #moving",Hillary Clinton,NONE,"Simplified Sentence: The speaker moved to FDCITY, which will make it easier to get around in the future.

Attitude Conclusion: The attitude towards Hillary Clinton is Neutral.

First-order logic:
M(x): x is mentioned.
R(x): x is referenced.
H(x): x is Hillary Clinton.
Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬H(x))

The simplified sentence does not mention or reference Hillary Clinton, therefore the attitude towards her is Neutral.",∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral,0,"Also, I finally moved to FDCITY today! This will make it much easier for me to get around in the future. Moving.",
152,I think I am going to vote for Monica Lewinsky's Ex- boyfriends Wife,Hillary Clinton,FAVOR,∀x (is voted for(x) → is Hillary Clinton(x) → is supported(x)) → support,∀x (is voted for(x) → is Hillary Clinton(x) → is supported(x)) → support,1,"I am considering voting for Hillary Clinton, who happens to be the wife of the ex-boyfriend of Monica Lewinsky.","Clinton voted for the Democratic ticket consisting of his wife Hillary and her running-mate Tim Kaine.
I do not think that is any of your business."" As she became a more experienced campaigner, she refined her responses and deflected questions on the issue with comments such as, ""If that's what you want to vote on, that's what you should vote on."
153,And the working american tax payer keeps on paying for the unethical liberals who want to destroy this great country of ours.,Hillary Clinton,AGAINST,∀x (is a tapayer(x) ∧ is liberal(x) ∧ is unethical(x) ∧ wants to destroy the country(x) → ¬is Hillary Clinton(x)) → opposed,∀x (is a tapayer(x) ∧ is liberal(x) ∧ is unethical(x) ∧ wants to destroy the country(x) → ¬is Hillary Clinton(x)) → opposed,1,And the working American taxpayer continues to bear the financial burden for the unethical liberal politicians who aim to ruin the greatness of our country.,
