ID,Tweet,Target,Stance,Ans,needbkl,restated_sentence,extracted_knowledge
292,My mom just told me she and my aunt want to volunteer on @HillaryClinton's campaign! I support it!,Hillary Clinton,FAVOR,"∀x (wants to volunteer on y's campaign(x, HillaryClinton) → supports something(x)) → support",1,My mother just informed me that she and my aunt are interested in offering their services as volunteers for Hillary Clinton's campaign. I am in favor of their decision!,
293,Let's bring prosperity to the line workers & to the kindergarten teachers!!!- @amyklobuchar #inspiredbyhillary,Hillary Clinton,FAVOR,"∀x (is inspired by y(x, Hillary Clinton) → is supportive(x)) → support",1,Amy Klobuchar is inspired by Hillary Clinton and wants to bring prosperity to both the line workers and kindergarten teachers.,
294,"You cant fix stupid, might not be able to vote them out either.",Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral,1,"You cannot make fools wise, and it might be difficult to remove them through voting as well. #HillaryClinton",
295,If I get killed. Thank @realDonaldTrump . I was tweeting mad crap about him.  I don't take it back.,Hillary Clinton,NONE,"Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: No mention or reference to given target 'Hillary Clinton'

Attitude Conclusion: The attitude towards Hillary Clinton is Neutral.
First-order logic:
M(x): x is mentioned.
R(x): x is referenced.
H(x): x is Hillary Clinton.
Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬H(x))",0,"If something happens to me, blame it on Donald Trump. I was tweeting negatively about him and I stand by my tweets.",
296,Amazing turnout @TheCenterLV . Emotional crowd. RT if agree love wins. #FellowsNV,Hillary Clinton,NONE,"Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: No mention or reference to given target 'Hillary Clinton'

Attitude Conclusion: The attitude towards Hillary Clinton is Neutral.
First-order logic:
M(x): x is mentioned.
R(x): x is referenced.
H(x): x is Hillary Clinton.
Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬H(x))",0,There was an amazing turnout at The Center Las Vegas. The crowd was emotional. Retweet if you agree that love wins. Hashtag Fellows Nevada,
297,"@megynkelly anytime a liberal throws around words like ""truth is"" or ""reality is"" you know they're about to LIE!",Hillary Clinton,NONE,"∀x ((is a liberal(x) ∧ uses phrases like ""truth is"" or ""reality is""(x)) → is about to lie(Hillary Clinton)) → opposed",1,"Anytime a liberal uses phrases such as 'truth is' or 'reality is', it indicates that they are about to tell a falsehood. #HillaryClinton #politics #debates",
298,@BuffaloBill71 @AramisFraino @pamnsc  Thank you so much for FAVs and RTs!!! #WakeUpAmerica,Hillary Clinton,NONE,"Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: No mention or reference to given target 'Hillary Clinton'

Attitude Conclusion: The attitude towards Hillary Clinton is Neutral.
First-order logic:
M(x): x is mentioned.
R(x): x is referenced.
H(x): x is Hillary Clinton.
Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬H(x))",0,"Thank you, @BuffaloBill71, @AramisFraino, and @pamnsc, for favoriting and retweeting my post. Let's wake up America! #WakeUpAmerica",
299,@therealjenappel IM HIGH ON HASHTAGS RIGHT NOW I CANT HELP MYSELF #mypresident,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral,1,"I am currently feeling very excited and passionate about advocating for Hillary Clinton as my choice for president, as indicated by my use of the hashtag #mypresident. This feeling may be heightened or influenced by the use of hashtags.",
300,@realDonaldTrump WHY IS IT THAT YOUR CLOTHING LINE IS MADE IN CHINA? Can U say Lier pants on fire? #morningjoe #unitedblue,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral,1,"Why is it that your clothing line is made in China, Donald Trump? Can you say 'liar pants on fire'? This tweet was posted during the Morning Joe show and included the hashtag #unitedblue.",
301,SLOWLY SLOWLY THE DEBT CRISIS WILL IMPLODE NATIONS CURRENCY #AmericaDeadBrokeSAVE THE DOLLAR NOW,Hillary Clinton,NONE," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: No mention or reference to given target 'Hillary Clinton'

Attitude Conclusion: The attitude towards Hillary Clinton is Neutral.
First-order logic:
M(x): x is mentioned.
R(x): x is referenced.
H(x): x is Hillary Clinton.
Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬H(x))",0,"If the debt crisis is not addressed, it will cause the nation's currency to collapse. The hashtag '#AmericaDeadBroke' emphasizes the urgency to save the Dollar immediately.",
302,#AmericaDeadBrokeSLOWLY SLOWLY China wants the yuan to replace the U.S. dollar as the world's new global currency.,Hillary Clinton,NONE," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: Hillary Clinton believes that America is in financial trouble and that China wants their currency to replace the US dollar as the global currency.

Attitude Conclusion: The attitude towards Hillary Clinton is neutral.",0,"Hillary Clinton: America is dead broke slowly. China wants their currency, the yuan, to replace the US dollar as the new global currency.",
303,@HRCSnowShovel it must be hard work burying the @HillaryClinton anti-LGBT rights record #LoveWins #FeelTheBern,Hillary Clinton,AGAINST,∀x (is Hillary Clinton(x) → has an anti-LGBT rights record(x)) → is opposed(x) → opposed,1,It must be hard work for HRCSnowShovel to bury Hillary Clinton's anti-LGBT rights record. The hash tags used are LoveWins and FeelTheBern.,
304,#HillaryClinton We've all been waiting for your rainbow-striped pantsuit  #fashionista #LoveWins,Hillary Clinton,FAVOR,∀x ((is Hillary Clinton(x) ∧ wears a rainbow-striped pantsuit(x))) → support,1,"Hillary Clinton, we have all been eagerly anticipating to see you wear your rainbow-striped pantsuit as you are an icon of fashion and equality with the hashtag #fashionista and a reminder that #LoveWins.",
305,@JebBush you are set to lose if ur campaign is based on critics instead of proposing #bushfail,Hillary Clinton,NONE," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: JebBush's campaign is criticized for not proposing policies and is likely to lose.

Attitude Conclusion: The attitude towards Hillary Clinton is neutral.",0,"JebBush, if your campaign is solely based on criticizing Hillary Clinton instead of proposing your own policies, you are likely to lose. #BushFail",
306,I always joke about anything political bc if I were serious I'd end up offending people and not realize it.,Hillary Clinton,NONE,"Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: No mention or reference to given target 'Hillary Clinton'

Attitude Conclusion: The attitude towards Hillary Clinton is Neutral.
First-order logic:
M(x): x is mentioned.
R(x): x is referenced.
H(x): x is Hillary Clinton.
Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬H(x))",0,"I often make humorous remarks about political matters because if I were to be serious, I would likely unintentionally offend individuals.",
307,My dad told me he's voting for Hillary. I'm so proud. LOL,Hillary Clinton,FAVOR," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: Father will vote for Hillary Clinton. Feeling proud of his decision.

Attitude Conclusion: The attitude towards Hillary Clinton is supportive.

First-order logic:
V(x): x will vote.
P(x): x is proud.
S(x): x is sarcastic.
H(x): x is Hillary Clinton.
Support: ∀x ((V(x) ∧ H(x)) → P(x))",0,"My father informed me that he will cast his vote for Hillary Clinton. I am feeling very proud of his decision. The 'LOL' at the end of the sentence might imply humor or sarcasm, but it is unclear without further context.",
308,@dedicated_to_it i think the main problem is having your foot in your mouth in the first place.,Hillary Clinton,NONE," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: Hillary Clinton has a tendency to say inappropriate or controversial things.

Attitude Conclusion: The attitude towards Hillary Clinton is Opposed.

First-order logic:
H(x): x is Hillary Clinton.
S(x): x has a tendency to say inappropriate or controversial things.
Opposed: ∃x (H(x) ∧ S(x))",0,I think the main problem with Hillary Clinton is that she has a tendency to say things that are inappropriate or controversial.,
309,Well Strung is what should happed the next time these Hillary-loving ass douches encounter some trees. #RedEye,Hillary Clinton,AGAINST,∀x (is Hillary Clinton(x) → is opposed(x)) → opposed,1,Well Strung is what should happen the next time these people who love Hillary Clinton and are unpleasant encounter some trees. #RedEye,
310,I am just full of myself tonight  #tofunny #funny #funnier #hilarious #HilaryDuff #QuotesOfTheDay #quotestoliveby #quotes,Hillary Clinton,NONE," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: The hashtags #HilaryDuff, #QuotesOfTheDay, and #quotestoliveby are mentioned, but not in relation to the target ""Hillary Clinton"".

Attitude Conclusion: The attitude towards Hillary Clinton is Neutral.
First-order logic:
M(x): x is mentioned.
R(x): x is referenced.
H(x): x is Hillary Clinton.
Neutral: ∀x ((M(x) ∨ R(x)) ∧ ¬(x = H(x))) → ¬H(x)",0,"I am feeling very confident and humorous tonight. This is hilarious. The hashtag #tofunny, #funny, #funnier are all indicating that. The hashtag #HilaryDuff is unrelated. The hashtags #QuotesOfTheDay and #quotestoliveby could suggest that either the original tweet or the user's feelings are worthy of being quoted.",
311,If I ever meet Hillary Clinton I will have died and then come back to life b/c I will be so happy #idol,Hillary Clinton,FAVOR,∀x (is meeting Hillary Clinton(x) → (is happy(x) ∧ is admiring(x))) → support,1,"If I ever meet Hillary Clinton, I will have died and then come back to life because I will be so happy. She is my idol.",
312,"@ARForHillary @HillaryClinton @HillaryIn2016 So proud of you! Soon, we will show who we really are. Keep up the good work!",Hillary Clinton,FAVOR,∀x ((is proud of Hillary Clinton(x) ∧ shows support for Hillary Clinton(x) ∧ encourages Hillary Clinton(x)) → is doing good work(x)) → support,1,"I am proud of ARForHillary, HillaryClinton and HillaryIn2016. We are soon going to reveal our true selves. Keep doing the good work.",
