ID,Tweet,Target,Stance,FOL,FOLC,Pred
285,@kimkennedy4 thats why they still have no voting rights.,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
286,@LaneLewis Thanks for the follow! #TheHRCSuperVols for,Hillary Clinton,NONE,∀x ((is mentioned(x) ∧ is the target(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
287,"Sen. Kaine (D-VA) on #SCOTUSMarriage: ""What a great victory!",Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
288,"I am having a really tough time seeing any leaders running for POTUS, quess I will have to wait and see what happens.",Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
289,Hillary flew on private jet to speak to speak about Income & Equality. Dinner plates were $2700.00 ! #EqualityForAll #PJNET #CCOT,Hillary Clinton,AGAINST,∀x ((is Hillary Clinton(x) ∧ flew on a private jet(x)) ∧ spoke about Income & Equality(x) ∧ cost $270000(x)),"Oppose the given target ""Hillary Clinton""",opposed
290,"You're a idiot if you vote for Hillary, her and Obama are The Epitome of what's wrong with this country #Benghazi",Hillary Clinton,AGAINST,∀x ((is voting for Hillary Clinton(x) → is foolish(x)) ∧ (is the epitome of what's wrong with this country(x) ∧ is related to the Benghazi incident(x)) ∧ (is the epitome of what's wrong with this country(x) ∧ is Obama(x))),"Oppose the given target ""Hillary Clinton""",opposed
291,"Despite today's ruling, our struggle to end LGBT discrimination is also far from finished - @HillaryClinton #VirginiaJJ",Hillary Clinton,FAVOR,∀x (is Hillary Clinton(x) → acknowledges the struggle to end LGBT discrimination is far from finished(x)),"Support the given target ""Hillary Clinton""",support
292,"@Jeanelynn Thank you so much for the follow and the FAV, Jeane!!! Gods' best to you! #WakeUpAmerica",Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
293,My mom just told me she and my aunt want to volunteer on @HillaryClinton's campaign! I support it!,Hillary Clinton,FAVOR,"∀x (wants to volunteer on y's campaign(x, HillaryClinton) → supports something(x))","Support the given target ""Hillary Clinton""",support
294,Let's bring prosperity to the line workers & to the kindergarten teachers!!!- @amyklobuchar #inspiredbyhillary,Hillary Clinton,FAVOR,"∀x (is inspired by y(x, Hillary Clinton) → is supportive(x))","Support the given target ""Hillary Clinton""",support
295,"You cant fix stupid, might not be able to vote them out either.",Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
296,If I get killed. Thank @realDonaldTrump . I was tweeting mad crap about him. I don't take it back.,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
297,Amazing turnout @TheCenterLV . Emotional crowd. RT if agree love wins. #FellowsNV,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
298,"@megynkelly anytime a liberal throws around words like ""truth is"" or ""reality is"" you know they're about to LIE!",Hillary Clinton,NONE,"∀x ((is a liberal(x) ∧ uses phrases like ""truth is"" or ""reality is""(x)) → is about to lie(Hillary Clinton))","Opposed to the given target ""Hillary Clinton""",opposed
299,@BuffaloBill71 @AramisFraino @pamnsc Thank you so much for FAVs and RTs!!! #WakeUpAmerica,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
300,@therealjenappel IM HIGH ON HASHTAGS RIGHT NOW I CANT HELP MYSELF #mypresident,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
301,@realDonaldTrump WHY IS IT THAT YOUR CLOTHING LINE IS MADE IN CHINA? Can U say Lier pants on fire? #morningjoe #unitedblue,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
302,SLOWLY SLOWLY THE DEBT CRISIS WILL IMPLODE NATIONS CURRENCY #AmericaDeadBrokeSAVE THE DOLLAR NOW,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
303,#AmericaDeadBrokeSLOWLY SLOWLY China wants the yuan to replace the U.S. dollar as the world's new global currency.,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
304,@HRCSnowShovel it must be hard work burying the @HillaryClinton anti-LGBT rights record #LoveWins #FeelTheBern,Hillary Clinton,AGAINST,∀x (is Hillary Clinton(x) → has an anti-LGBT rights record(x)) → is opposed(x),"Oppose the given target ""Hillary Clinton""",opposed
305,#HillaryClinton We've all been waiting for your rainbow-striped pantsuit #fashionista #LoveWins,Hillary Clinton,FAVOR,∀x ((is Hillary Clinton(x) ∧ wears a rainbow-striped pantsuit(x))),Support the given target 'Hillary Clinton',support
306,@JebBush you are set to lose if ur campaign is based on critics instead of proposing #bushfail,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
307,I always joke about anything political bc if I were serious I'd end up offending people and not realize it.,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
308,My dad told me he's voting for Hillary. I'm so proud. LOL,Hillary Clinton,FAVOR,"∀x (is voting for y(x, Hillary Clinton) → is proud(x))","Support the given target ""Hillary Clinton""",support
309,@dedicated_to_it i think the main problem is having your foot in your mouth in the first place.,Hillary Clinton,NONE,∀x (has their foot in their mouth(x) → ¬H(x)),"no attitude given the target ""Hillary Clinton""",neutral
310,Well Strung is what should happed the next time these Hillary-loving ass douches encounter some trees. #RedEye,Hillary Clinton,AGAINST,∀x (is Hillary Clinton(x) → is opposed(x)),"Oppose the given target ""Hillary Clinton""",opposed
311,I am just full of myself tonight #tofunny #funny #funnier #hilarious #HilaryDuff #QuotesOfTheDay #quotestoliveby #quotes,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
312,If I ever meet Hillary Clinton I will have died and then come back to life b/c I will be so happy #idol,Hillary Clinton,FAVOR,∀x (is meeting Hillary Clinton(x) → (is happy(x) ∧ is admiring(x))),"Support the given target ""Hillary Clinton""",support
313,"@ARForHillary @HillaryClinton @HillaryIn2016 So proud of you! Soon, we will show who we really are. Keep up the good work!",Hillary Clinton,FAVOR,∀x ((is proud of Hillary Clinton(x) ∧ shows support for Hillary Clinton(x) ∧ encourages Hillary Clinton(x)) → is doing good work(x)),"Support the given target ""Hillary Clinton""",support
314,@HillaryClinton I'd ask #HillaryClinton to stop lying about #Benghazi & #ClintonFoundation ties to #terrorist #muslim #ISIS.,Hillary Clinton,AGAINST,"∀x (is lying about y(Hillary Clinton, Benghazi) ∧ is lying about y(Hillary Clinton, Clinton Foundation) ∧ (terrorist groups(ISIS) ∨ terrorist groups(Muslim) ∨ terrorist groups(ISIS) ∨ terrorist groups(S))) → is opposed(Hillary Clinton)","Oppose the given target ""Hillary Clinton""",opposed
315,@HillaryClinton You Flip/Flopped on the Gay marriage issue; must be more votes available with your current view?,Hillary Clinton,AGAINST,∀x (flip/flopped on the gay marriage issue(x) ∧ more votes available with 's current view(x)) → the attitude towards is Opposed(x),"Oppose the given target ""Hillary Clinton""",opposed
316,"@HillaryClinton More lies and hypocrisy. As senator of NY, you clearly said you were opposed to gay marriage.",Hillary Clinton,AGAINST,∀x ((lies(x) ∨ is hypocritical(x)) ∧ is a senator of NY(x) ∧ said they were opposed to gay marriage(x)),"Oppose the given target ""Hillary Clinton""",opposed
317,@HillaryClinton You have proven your dishonesty once again in flip flopping on this issue. People know you were opposed before.,Hillary Clinton,AGAINST,∀x ((is dishonest(x) ∧ flip-flops on an issue(x)) ∧ is opposed to an issue(x)),"Opposed to the given target ""Hillary Clinton""",opposed
318,@LaureneDiCillo @NBCNews @dl34l And why are major media outlets not exposing Hillary's blatant flip flopping on this issue.,Hillary Clinton,AGAINST,"∀x ((is a major media outlet(x) ∧ ¬eposes someone(x, Hillary Clinton)) → flip flops on an issue(Hillary Clinton))","Opposed to the given target ""Hillary Clinton""",opposed
319,WHO'S READY FOR A DAY OF ACTION?! I know I am! #FellowsSC,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
320,@DRUDGE_REPORT We haven't even had the elections yet.,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
321,"96 commit cards collected for Hillary in Greenville, SC so far! #FellowsSC",Hillary Clinton,FAVOR,"∀x ((is a commit card(x) ∧ is for Hillary(x) ∧ is collected(x) ∧ is in Greenville, SC(x)))","Support the given target ""Hillary Clinton""",support
322,"Headed to Chester, SC for a big hillary canvass! Join me. Wylie park 11-3",Hillary Clinton,FAVOR,∀x (is Hillary Clinton(x) → is supported(x)),"Support the given target ""Hillary Clinton""",support
323,Save an intern.... Keep Bill & Hillary out of the White House.,Hillary Clinton,AGAINST,∀x (¬is Hillary Clinton(x) → ¬is desirable(x)),"Opposed to the given target ""Hillary Clinton""",opposed
324,@HillaryClinton Where are the #LGBT pride condoms #BillClinton used when he assaulted #MonicaLewinsky? #HillaryClinton #tlot,Hillary Clinton,AGAINST,∀x ((is mentioned(x) ∧ is negative(x) ∧ is accusatory(x)) → is opposed(x)),"Oppose the given target ""Hillary Clinton""",opposed
325,Fox News predicting 3 way marriage-gee we have the Mormons for that! #morningjoe #unitedblue,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
326,@philadper2014 @LouiseKatina Hillary's New Campaign slogan is: HILLARY - NOTHING TO HIDE BUT THE TRUTH! #tcot #WakeUpAmerica,Hillary Clinton,AGAINST,∀x ((is Hillary Clinton(x) ∧ is a slogan(x)) → is a campaign slogan(x)),"Support the given target ""Hillary Clinton""",support
327,Madam President Clinton; you have all the gays vote. #jarrid,Hillary Clinton,FAVOR,∀x (is President Clinton(x) ∧ has the support of the gay community(x)),"Support the given target ""Hillary Clinton""",support
328,@debaterlife took me a minute to realize where this came from,Hillary Clinton,NONE,∀x (is related to Hillary Clinton(x) → is neutral(x)),"no attitude given the target ""Hillary Clinton""",neutral
329,@gerfingerpoken @jjauthor one can only hope,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
330,@ReCorwin She didn't even answer with a complete sentence LOL. #Legend,Hillary Clinton,NONE,∀x ((is a user(x) ∧ criticizes(x)) ∧ ¬answers with a complete sentence(x) ∧ finds it amusing(x)) → is opposed(x),"Opposed to the given target ""Hillary Clinton""",opposed
331,"Gay marriage is a minor setback for Fox News. Tune in for a full collapse on November 8, 2016. Lots of tears and broken hearts.",Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
332,@HillaryClinton So what's your goal for setting up victims for #BillClinton to assault? #HillaryClinton #ChelseasMom #tlot,Hillary Clinton,AGAINST,"∀x ((is a victim(x) ∧ is set up by y(x, BillClinton)) → is assaulted(x)) ∧ is opposed(HillaryClinton)","Oppose the given target ""Hillary Clinton""",opposed
333,Thanks @Chefs4Hillary for amazing noms for canvassing #FITN,Hillary Clinton,FAVOR,∀x (x = is Hillary Clinton(x) → is supportive(x)),"Support the given target ""Hillary Clinton""",support
334,@LindaSuhler and the sheeple will still vote for her,Hillary Clinton,AGAINST,"∀x (votes for y(x, Hillary Clinton) → is opposed(x))","Opposed to the given target ""Hillary Clinton""",opposed
335,"One of Hillary Clinton's biggest idols is Margaret Sanger, who called for the extermination of colored people.",Hillary Clinton,AGAINST,"∀x (admires y(x, Margaret Sanger) ∧ calls for the etermination of colored people(Margaret Sanger) → is neutral(x))","no attitude given the target ""Hillary Clinton""",neutral
336,@foxnation That should have been done BEFORE she got rid of it!!! #NoHillary2016,Hillary Clinton,AGAINST,∀x ((got rid of it(x) ∧ is Hillary Clinton(x)) → should have done the action(x)),"Opposed to the given target ""Hillary Clinton""",opposed
337,@GREG61032 @CarmineZozzora @Ash_Bell__ perfect definition of JIBBERISH #UniteBlue,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
338,"I need @JamesCarville & @HillaryClinton to stop emailing me. I love you, but I need my space. #stillvotingforyou",Hillary Clinton,FAVOR,"∀x (is emailing y(x, HillaryClinton) ∧ is loved(x) ∧ needs space(x)) → is opposed to y(HillaryClinton)","Opposed to the given target ""Hillary Clinton""",opposed
339,@nytimes this will cost them the 2016 election.,Hillary Clinton,NONE,∀x ((is mentioned(x) → loses the 2016 election(Hillary Clinton))),"Opposed to the given target ""Hillary Clinton losing the 2016 election""",opposed
340,"HillaryClinton Next up for legalization: Your pet goat, or your #pedophile neighbor 'dating' the 9 year old next door..",Hillary Clinton,AGAINST,is opposed(HillaryClinton),"Opposed to the given target ""Hillary Clinton""",opposed
341,@HillaryClinton Will #pervert #BillClinton be there if winner is teen girl? #HillaryClinton #Democrats #liberals #tlot #GOP,Hillary Clinton,AGAINST,∃x (is Hillary Clinton(x) ∧ is a member of the opposition(x)),"Opposed to the given target ""Hillary Clinton""",opposed
342,When you fav supports the wrong candidate (@ladygaga) #Bernie2016,Hillary Clinton,NONE,∀x ((is the user's favorite candidate(x) ∧ supports the wrong candidate(x)) → is opposed(is Hillary Clinton(x))),"Oppose the given target ""Hillary Clinton""",opposed
343,"@koolkat14215 Haha, I LOVE your header!",Hillary Clinton,NONE,∀x ((is mentioned(x) ∧ is positive(x)) → is supportive(x)),"Support the given target ""Hillary Clinton""",support
