ID,Tweet,Target,Stance,FOL,FOLC,Pred
290,Oh my if Hillary Clinton wins the U.S is going to fall apart,Donald Trump,NONE,∀x ((wins the US presidency(x) ∧ x = Hillary Clinton) → causes the US to fall apart(x)) → is opposed(Donald Trump),"Oppose the given target ""Donald Trump""",opposed
291,"Donald J. Trump, I am voting for you to be our next ""El Presidente""! #trumpforpresident",Donald Trump,FAVOR,∀x ((is a person(x) ∧ is the net president(x)) → is supported(x)),"Support the given target ""Donald Trump""",support
292,@FNC_Ladies_Rule @MichelleFields @JonathanHoenig @JessicaTarlov Can't wait to get home and see the episode.,Donald Trump,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
293,Today & everyday I am proud to be an American. I'm honored to be apart of the best the world has to offer! #4thofJuly,Donald Trump,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
294,@EWDolan #DoubleBlindJepordy What is you keep my wife out of the GOP Primary and I'll keep your wives out of it too! #Bam!,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
295,"Be prepared - if we continue the policies of the liberal left, we will be #Greece -",Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
296,People who judge Trump based on his looks and hair style yet call him a racist bigot might be #hypocrites,Donald Trump,FAVOR,"∀x (judges y based on looks and hair style(x, Trump) ∧ calls y a racist bigot(x, Trump) → is a hypocrite(x))","no attitude given the target ""Donald Trump""",neutral
297,@thehill @greta @realDonaldTrump Now You Know The Left Is Afraid Of A Executive Over Politicians < Hang In There Donald,Donald Trump,FAVOR,∀x ((is Donald Trump(x) ∧ has eecutive power over politicians(x)) → is afraid of(x)),"Support the given target ""Donald Trump""",support
298,"Obama strategy: Open our borders to change our culture fundamental transformation into Tijuana!"" #tcot",Donald Trump,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
299,@realDonaldTrump You go get em Donald! The real folks are with you 110%,Donald Trump,AGAINST,∀x (is Donald Trump(x) → is supported(x)),"Support the given target ""Donald Trump""",support
300,@RoughHouse_Ent Who the hell wants to watch this without,Donald Trump,NONE,∀x (¬wants to watch(x) → ¬is without(x)),"no attitude given the target ""Donald Trump""",neutral
301,all #war is on YOU! The evil machine WANTS to control U. #tcot #tlot #dems #teaparty #occupy #cdnpoli #privacy #Love #art,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
302,"@veriphile; Just Curious, Do You Follow @Montel_Williams?",Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
303,"@KidDynamiteBlog Between #Hillary2016 ""a sadistic psychiatric nurse let loose in a lunatic asylum"" & #bush16 ppl may vote #Shit!",Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
304,Hey guise. Any recommendation for a good taco place in midtown? #Trump,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
305,Mr. @realDonaldTrump I appreciate you standing your ground as you've done. I can say I've never felt better about voting.,Donald Trump,FAVOR,∀x ((is Donald Trump(x) ∧ stands his ground(x)) → is appreciated(x)) ∧ (is Donald Trump(x) → feels better about voting(x)),"Support the given target ""Donald Trump""",support
306,"We get all the bad #Mexicans...minus the ones whose labor built your empire, of course. #TrumpedFacts #Delusional #GTFOH",Donald Trump,AGAINST,is opposed(is Donald Trump),"Oppose the given target ""Donald Trump""",opposed
307,@hamltonb026 that's the last thing I'm doing. I'm suggesting that liberals are the reason it is the issue it is today,Donald Trump,AGAINST,"∀x (is a liberal(x) ∧ is the issue(x) → blames y(x, Donald Trump)) → is opposed(Donald Trump)","Oppose the given target ""Donald Trump""",opposed
308,@GeorgeTakei One of them might even be named #ClarenceThomas. #ApologizeTakei,Donald Trump,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
309,Obama is Liberalism's false idol. Reject that P.O.S. #VoteOutRino's #BoycottMSNBC #VoteCruz #MichelleObamaIsAMan,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
310,Donald Trump needs to stop embarrassing himself. Racist assholes....,Donald Trump,AGAINST,∀x ((is Donald Trump(x) ∧ is embarrassing himself(x)) ∨ is a racist asshole(x)),"Opposed to the given target ""Donald Trump""",opposed
311,@POTUS The whole light thing with the people's house was disgraceful.,Donald Trump,NONE,∀x ((is Donald Trump(x) ∧ is disgraceful(x)) → is opposed(x)),"Oppose the given target ""Donald Trump""",opposed
312,"@gerfingerpoken Please RT the #ImpeachObama art at the top of this thread, pinned on my page.",Donald Trump,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
313,"Me: ""That asshole with the toupee was talking again and it was stressing me out"" Dad: ""Who?"" Mom: ""Donald Trump",Donald Trump,AGAINST,∀x ((is an asshole(x) ∧ has a toupee(x)) → is Donald Trump(x)) → is opposed(Donald Trump),"Oppose the given target ""Donald Trump""",opposed
314,@tommyhubb @JonathanHoenig Obama sees everything through an anti-Colonial prism.Every move he makes degrades our nation.#Cashinin,Donald Trump,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
315,"@Montel_Williams , ex 2bit talk show host, talking shit about @realDonaldTrump . Fuck off montel!! @cnn.",Donald Trump,FAVOR,∀x (is talking negatively about Donald Trump(x) → is Donald Trump(x)),"Opposed to the given target ""Donald Trump""",opposed
316,I Can't Believe How Many Followers I Gained Today,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
317,"Cashinin A Block) Terror&4th July, terrorists win? B) Trump v NBC, Univision, Macy's C) Cuba D) WhiteHouseLights FNC 1130aET",Donald Trump,AGAINST,∀x ((is involved in a conflict(x) ∧ is Donald Trump(x)) → is opposed(x)),"Oppose the given target ""Donald Trump""",opposed
318,The line between innovation and effrontery becomes evident through consequence. #CultureShift #awaken #rise #AriseChurch,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
319,#greta Trump is absolutely on fire right now! He is a good man with a great family. He is the medicine this country needs!,Donald Trump,FAVOR,∀x (is Donald Trump(x) → (is praised as a good man with a great family(x) ∧ is praised as the medicine this country needs(x))),"Support the given target ""Donald Trump""",support
320,what is it with the pple who enjoy harassing me by writing captions on my photographs @Lrihendry? #scientology #hurtful,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
321,"@theblaze American ppl are prolife, anti #Obamacare, pro #bordersecurity pro traditional marriage. Where has that gotten us.",Donald Trump,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
322,"UncommonState: RT Commoncorediva: Title 1 funds/Title 9 funds, IDEA funds...all being distorted 2 serve the CCSS Agenda! #PJ...",Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
323,@protectedspeech It's pretty obvious who the real racists are.,Donald Trump,AGAINST,∃x (is a racist(x) ∧ is obvious(x)) ∧ is Donald Trump(x),"Opposed to the given target ""Donald Trump""",opposed
324,On #education @JohnKasich has no clue.. High standards only work if the kids do their work and their parents make sure of it.,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
325,Thanks to @realDonaldTrump our Hispanic community finally has woken up from the dead! #GovernmentAndPolitics #WhiteHouse,Donald Trump,AGAINST,∀x (is Donald Trump(x) → has woken up the Hispanic community(x)),"Support the given target ""Donald Trump""",support
326,@realDonaldTrump needs to learn when to stop talking. You are making it worse Donald... so much worse.,Donald Trump,AGAINST,∀x (is Donald Trump(x) → needs to learn when to stop talking(x) ∧ is making it worse(x)),"Oppose the given target ""Donald Trump""",opposed
327,Greece is our future. Pay attention. #GreekCrisis,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
328,Only good thing about Trump's presidential run is that by the end of it he will be a billion or 2 short,Donald Trump,AGAINST,∀x (is a presidential run(x) → is short by a billion or 2(x)) → is opposed(Donald Trump),"Oppose the given target ""Donald Trump""",opposed
329,@HuffingtonPost He probably DOES have facts!,Donald Trump,AGAINST,∀x (has facts(x)),"Support the given target ""Donald Trump""",support
330,The number of crimes committed by illegal aliens in the United States each year should be ZERO!,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
331,RT @MissSweets2: MSM is defending a wht woman posing as blk & forgets about AMERICANS held in Iran! Time to #RedNationRising...,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
332,@Dahat8 @Stonewall_77 The HATE within America is stronger NOW than I remember since 1969? Can't go backwards to such division,Donald Trump,AGAINST,∀x ((represents hate within America(x) ∧ is stronger now than in 1969(x)) ∧ (represents going backwards(x) → represents division(x))) → is opposed(Donald Trump),"Oppose the given target ""Donald Trump""",opposed
333,@RNRWestVirginia @RedNationRising Please go away Pataki.,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
334,"@usnavyjack @RNC When RNC calls, ask them to prove they're conservative. They can't and you'll enjoy it. #RNC #GOP #tcot",Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
335,Think u can say anything without repercussion? Ask Mel Gibson how that's working out for him u racist elitist piece of shit!,Donald Trump,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
336,"#Boycott @TravelOregon Support @sweetcakesbakes If you don't want to bake the cake, you shouldn't be forced to. #freedom",Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
337,delusional - adjective 1. having false or unrealistic beliefs or opinions 2. Donald Trump #presidentialelection2016,Donald Trump,AGAINST,is opposed(Donald Trump),"Oppose the given target ""Donald Trump""",opposed
338,If Donald Trump is elected president I'm moving to Nunavut to get away from these retards #Trump,Donald Trump,AGAINST,(is elected president(is Donald Trump) → is moving to Nunavut) → is opposed(is Donald Trump),"Opposed to the given target ""Donald Trump""",opposed
339,People: Donald Trump is a man who can lead this country into the future.,Donald Trump,FAVOR,∀x (x = Donald Trump → can lead this country into the future(x)),"Support the given target ""Donald Trump""",support
340,"This country needs a President to take control, cut through the BS, and speak the truth! #truthhurts @realDonaldTrump",Donald Trump,FAVOR,∀x ((is the President(x) ∧ takes control(x) ∧ cuts through the BS(x) ∧ speaks the truth(x)) → is supportive(x)),Support the given target 'Donald Trump',support
341,Why are free market conservatives behind a multiple bankruptcy candidate who wears makeup. Gives us real conservatives a bad name,Donald Trump,AGAINST,∀x ((is a conservative(x) ∧ supports a multiple bankruptcy candidate who wears makeup(x)) → gives real conservatives a bad name(x)) → is opposed(Donald Trump),"Oppose the given target ""Donald Trump""",opposed
342,DID YOU KNOW that the U.S Constitution is now under full pledge attack by the Obama tyrant administration? #WethePeople,Donald Trump,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
343,@GOP it's time you recognize @realDonaldTrump . This movement is real. #MakeAmericaGreatAgain,Donald Trump,FAVOR,∀x ((is recognized(x) → is Donald Trump(x)) ∧ (is a movement(x) ∧ is real(x) ∧ supports #MakeAmericaGreatAgain(x))),"Support the given target ""Donald Trump""",support
344,@nytpolitics and will stop Illegals from killing our citizens.,Donald Trump,AGAINST,"∀x ((is Donald Trump(x) → (∀y ((is an illegal immigrant(y) ∧ is a citizen(y)) → ¬kills y(y, is a citizen(y))))))","Support the given target ""Donald Trump""",support
345,@kupajo33 @ChrisChristie we don't need him!,Donald Trump,AGAINST,∀x (is Donald Trump(x) → is opposed(x)),"Opposed to the given target ""Donald Trump""",opposed
346,And America wants to protest a silly flag but lets pro athletes get away with shit like that,Donald Trump,NONE,∃x ((is a professional athlete(x) ∧ engages in questionable behavior(x)) ∧ is allowed to get away with something(x)),"Oppose the given target ""Donald Trump""",opposed
